full_text,created_at,id
@LoiraNoob melhoras Mah &lt;3,2023-04-21 23:10:08+00:00,1649551116948983808
@LoiraNoob Melhoras,2023-04-21 19:07:39+00:00,1649490094359707648
"@LoiraNoob Okay mah descansa , estaremos esperando por você mais tarde.",2023-04-21 18:52:46+00:00,1649486349299339283
"@LoiraNoob Okay Mah descansa, vai ser bom estaremos esperando por você mais tarde💛💛",2023-04-21 18:50:16+00:00,1649485722146033676
