0,1,2,3
"{'full_text': '@cellbit SAFADO', 'created_at': datetime.datetime(2023, 4, 15, 15, 49, 58, tzinfo=datetime.timezone.utc), 'id': '1647266020145479683'}","{'full_text': '@cellbit Mlq eu so gay', 'created_at': datetime.datetime(2023, 4, 15, 2, 43, 49, tzinfo=datetime.timezone.utc), 'id': '1647068180026671104'}","{'full_text': '@cellbit Sempre soibe que o sr membrana apareceria cellbit', 'created_at': datetime.datetime(2023, 4, 6, 23, 8, 58, tzinfo=datetime.timezone.utc), 'id': '1644115006525456391'}","{'full_text': '@cellbit O', 'created_at': datetime.datetime(2023, 4, 6, 19, 20, 31, tzinfo=datetime.timezone.utc), 'id': '1644057513585791004'}"
