full_text,created_at,id
@LoiraNoob Profissionalismo,2023-04-12 21:40:42+00:00,1646267119259066368
@LoiraNoob Tá beeem?,2023-04-12 20:43:00+00:00,1646252600944099328
@LoiraNoob plena,2023-04-12 19:28:44+00:00,1646233910752182272
@LoiraNoob Síndrome de CLT: levou até o comprovante!!!! Hahahahahah,2023-04-12 19:21:38+00:00,1646232125312466956
