full_text,created_at,id
"@BRKsEDU Vi assim q saiu, excelente vídeo edu, e caiu em boa hora pois amanhã estou indo comprar o meu 3ds",2023-04-07 19:30:27+00:00,1644422403693375506
@BRKsEDU Curtindo muito esses seus vídeos dos consoles antigos. Muita qualidade na produção. Ansioso para um dia ver o do Nintendo GameCube que é meu console favorito. Grande abraço,2023-04-07 01:38:58+00:00,1644152755777417217
@BRKsEDU Edu no dia 04/04 fui vítima de um golpe e perdi um dinheiro que não tenho. Você poderia me ajudar divulgando a vakinha?,2023-04-06 22:30:07+00:00,1644105231456673795
"@BRKsEDU Compra pra mim,eu sou pobre e a taxa sobre produtos eletrônicos está em 60% de taxa",2023-04-06 22:21:01+00:00,1644102941941309441
@BRKsEDU Esses seus vidos são bons demais.,2023-04-06 22:06:14+00:00,1644099218473189377
"@BRKsEDU Faz um vídeo sobre o PSP Edu.
Parabéns pelo excelente trabalho! 💜",2023-04-06 21:59:00+00:00,1644097399860723713
"@BRKsEDU Nossa top, tava pensando em pegar esse console, sei que esse vídeo vai ajudar na ideia",2023-04-06 21:58:49+00:00,1644097354826493961
