0,1
"{'full_text': '@cellbit CELLBIT SEU ARROMBADO, PAGA A MERDA DA MINHA TERAPIA!!!! TO EM DESCONJURAÇÃO TIVE UMAS DUAS CRISE DE ANSIEDADE NA MORTE DO PORTEIRO É DO THIAGAO QUASE SURTEI DE RAIVA NA MORTE DA LIZ, VOU TE TACAR DO PLANETA', 'created_at': datetime.datetime(2023, 4, 14, 14, 31, 55, tzinfo=datetime.timezone.utc), 'id': '1646883989351718912'}","{'full_text': '@cellbit Celbit porfavor me desbani do seu chat, eu prometo não falar que eu sou mais melhor no tetris que você 😢 😿 😢', 'created_at': datetime.datetime(2023, 4, 11, 15, 1, tzinfo=datetime.timezone.utc), 'id': '1645804147470655490'}"
