full_text,created_at,id
@cellbit @Quackity oi,2023-04-29 00:31:38+00:00,1652108344230805506
@cellbit @Quackity VOU INFARTAR,2023-04-29 00:31:38+00:00,1652108343882678278
@cellbit @Quackity OII CELLBIT,2023-04-29 00:31:36+00:00,1652108337410875399
@cellbit @Quackity OI,2023-04-29 00:31:35+00:00,1652108331031330817
@cellbit @Quackity Q BOM Q VC VAI PARTICIPAR!!!!!!!!!!!&lt;33,2023-04-29 00:31:34+00:00,1652108327080411136
@cellbit @Quackity lesGOO !!!!!!!! PORRA,2023-04-29 00:31:31+00:00,1652108315923496961
@cellbit @Quackity OI CELLBO,2023-04-29 00:31:30+00:00,1652108311787982852
@cellbit @Quackity VOCÊ ME PAGAAAAAAAAAAA,2023-04-29 00:31:30+00:00,1652108310491930626
@cellbit @Quackity CELLBIT EU TE AMO,2023-04-29 00:31:28+00:00,1652108303466475520
@cellbit @Quackity oi,2023-04-29 00:31:28+00:00,1652108302027816965
@cellbit @Quackity CARA,2023-04-29 00:31:28+00:00,1652108301071441920
@cellbit @Quackity oi https://t.co/LCl7gGqjf0,2023-04-29 00:31:27+00:00,1652108298861133826
@cellbit @Quackity OI,2023-04-29 00:31:27+00:00,1652108295899848704
@cellbit @Quackity oi,2023-04-29 00:31:24+00:00,1652108283484798976
"@cellbit @Quackity Meu mano, nem fudendo que vc vai ficar falando enigma of fear a cada 2 segundos",2023-04-29 00:31:23+00:00,1652108281559797760
"@cellbit @Quackity OI? DEPOIS DISSO VC SÓ ME FALA UM ""OI""???",2023-04-29 00:31:19+00:00,1652108265751191552
@cellbit @Quackity VSF RAFAEL LANGE AAAAAAA RIDÍCULO 😭,2023-04-29 00:31:17+00:00,1652108257035530241
@cellbit @Quackity Cellbit não apareça eles já estão te cancelando,2023-04-29 00:31:17+00:00,1652108255496228865
@cellbit @Quackity oi,2023-04-29 00:31:13+00:00,1652108240648372227
@cellbit @Quackity Boa noite,2023-04-29 00:31:12+00:00,1652108235762028549
@cellbit @Quackity MEU DEUSSS,2023-04-29 00:31:12+00:00,1652108233555812352
@cellbit @Quackity oi,2023-04-29 00:31:12+00:00,1652108233404739585
@cellbit @Quackity 😀😀😀,2023-04-29 00:31:06+00:00,1652108209556197376
@cellbit @Quackity OI CARALHO,2023-04-29 00:31:06+00:00,1652108207471443971
@cellbit @Quackity oi cellbit,2023-04-29 00:31:05+00:00,1652108206162714625
@cellbit @Quackity SAFADO DO KRLH,2023-04-29 00:31:05+00:00,1652108204686426114
@cellbit @Quackity vc é um safado viu,2023-04-29 00:31:02+00:00,1652108193760260096
@cellbit @Quackity cellbit,2023-04-29 00:31:00+00:00,1652108185941991424
@cellbit @Quackity EU VOU TER UM INFARTO,2023-04-29 00:30:59+00:00,1652108180053282817
@cellbit @Quackity AAAAAAAAAAAAAAAAAAAAAA,2023-04-29 00:30:58+00:00,1652108176513290241
@cellbit @Quackity NAO ACREDITO,2023-04-29 00:30:57+00:00,1652108172834795520
@cellbit @Quackity qual foi,2023-04-29 00:30:56+00:00,1652108168640471041
@cellbit @Quackity Oi,2023-04-29 00:30:52+00:00,1652108152756744192
@cellbit @Quackity OI CELLBO,2023-04-29 00:30:51+00:00,1652108146586923009
@cellbit @Quackity RAFAEL LANGEEEEE,2023-04-29 00:30:51+00:00,1652108146050060291
@cellbit @Quackity MANO,2023-04-29 00:30:51+00:00,1652108145987145732
@cellbit @Quackity OI 🕴🏿🕴🏿🕴🏿🕴🏿🕴🏿,2023-04-29 00:30:50+00:00,1652108141667000320
@cellbit @Quackity oi,2023-04-29 00:30:47+00:00,1652108128207491076
@cellbit @Quackity SAFADO,2023-04-29 00:30:46+00:00,1652108126512971776
@cellbit @Quackity VOCE E O FELPS SAO UNS SAFADOS,2023-04-29 00:30:46+00:00,1652108124092874753
@cellbit @Quackity A SAGA DA CASINHA,2023-04-29 00:30:43+00:00,1652108112864632839
@cellbit @Quackity vc eh safado rapaz,2023-04-29 00:30:40+00:00,1652108102164963328
@cellbit @Quackity oi cellbo,2023-04-29 00:30:40+00:00,1652108101397491715
@cellbit @Quackity nunca duvidei de vc rafael lanches,2023-04-29 00:30:39+00:00,1652108094443323395
@cellbit @Quackity SEU SAFADO ENGANOU NINGUÉM VIU,2023-04-29 00:30:38+00:00,1652108090802593792
@cellbit @Quackity OI,2023-04-29 00:30:37+00:00,1652108085912035328
@cellbit @Quackity oii,2023-04-29 00:30:36+00:00,1652108082896416774
@cellbit @Quackity OI,2023-04-29 00:30:35+00:00,1652108081147387904
@cellbit @Quackity Oi,2023-04-29 00:30:35+00:00,1652108079159300098
@cellbit @Quackity CABELUDO FUDIDO,2023-04-29 00:30:35+00:00,1652108078504988672
@cellbit @Quackity EU TINHA CERTEZA AEEEEEE,2023-04-29 00:30:34+00:00,1652108075120164867
@cellbit @Quackity SEU SAFADO,2023-04-29 00:30:33+00:00,1652108070804176898
@cellbit @Quackity oi cellbo,2023-04-29 00:30:32+00:00,1652108067033559043
@cellbit @Quackity ESTOU EMBASBACADA,2023-04-29 00:30:30+00:00,1652108057654984706
@cellbit @Quackity Vc me deixou maluquinho,2023-04-29 00:30:30+00:00,1652108056744828929
@cellbit @Quackity Oi cellbitos,2023-04-29 00:30:29+00:00,1652108052735094785
@cellbit @Quackity Cabeludoooooooo meu coração não aguenta isso,2023-04-29 00:30:29+00:00,1652108052542242816
@cellbit @Quackity Broxa,2023-04-29 00:30:28+00:00,1652108049350377476
@cellbit @Quackity Hello,2023-04-29 00:30:26+00:00,1652108040978440192
@cellbit @Quackity CELLBIT MDS,2023-04-29 00:30:25+00:00,1652108036503117824
@cellbit @Quackity EU TE AMOOOOOOOOOOOO,2023-04-29 00:30:25+00:00,1652108035869868032
@cellbit @Quackity https://t.co/FFCzhPoVUX,2023-04-29 00:30:24+00:00,1652108035446251521
@cellbit @Quackity CELLBIT SEU CARALHO,2023-04-29 00:30:23+00:00,1652108030228529154
@cellbit @Quackity oi,2023-04-29 00:30:22+00:00,1652108026428502016
@cellbit @Quackity OI,2023-04-29 00:30:22+00:00,1652108026029940740
@cellbit @Quackity oi,2023-04-29 00:30:21+00:00,1652108020694806531
@cellbit @Quackity lindo falou tudo👏🏻👏🏻👏🏻👏🏻👏🏻,2023-04-29 00:30:20+00:00,1652108018081832963
@cellbit @Quackity OI,2023-04-29 00:30:20+00:00,1652108016173432833
@cellbit @Quackity RAFAEL SEU SAFADO,2023-04-29 00:30:19+00:00,1652108011874156549
@cellbit @Quackity OI CARALHO,2023-04-29 00:30:18+00:00,1652108008602648576
@cellbit @Quackity SEU ARROMBADO DO CARAKHO TE ODEIO,2023-04-29 00:30:17+00:00,1652108004769005570
@cellbit @Quackity SEU OTARIOOOOO,2023-04-29 00:30:17+00:00,1652108004647378944
@cellbit @Quackity OIIII,2023-04-29 00:30:17+00:00,1652108002747469824
@cellbit @Quackity CELLBIT https://t.co/eqiBPt1VXI,2023-04-29 00:30:17+00:00,1652108002575392772
@cellbit @Quackity Oi,2023-04-29 00:30:14+00:00,1652107993305972743
@cellbit @Quackity SEU SAFADO TD MUNDO JA SABIA,2023-04-29 00:30:13+00:00,1652107986020474896
@cellbit @Quackity Oi Rafael lange,2023-04-29 00:30:12+00:00,1652107984267354115
@cellbit @Quackity oi,2023-04-29 00:30:11+00:00,1652107979091574785
@cellbit @Quackity MANO VC,2023-04-29 00:30:10+00:00,1652107974595211267
@cellbit @Quackity OI,2023-04-29 00:30:09+00:00,1652107971210387457
@cellbit RAFAEL LANGEEEEEEEE,2023-04-29 00:30:08+00:00,1652107967917875201
@cellbit @Quackity oiiiee,2023-04-29 00:30:08+00:00,1652107965728452612
@cellbit @Quackity OIIII,2023-04-29 00:30:08+00:00,1652107965497851905
@cellbit @Quackity oi,2023-04-29 00:30:07+00:00,1652107964122013701
@cellbit @Quackity OI,2023-04-29 00:30:07+00:00,1652107960217157638
@cellbit @Quackity oi,2023-04-29 00:30:06+00:00,1652107959743266817
@cellbit @Quackity estou até agora de boca aberta,2023-04-29 00:30:05+00:00,1652107952382263297
@cellbit @Quackity RAFAEL,2023-04-29 00:30:05+00:00,1652107951648256003
@cellbit @Quackity Mitoooo,2023-04-29 00:30:04+00:00,1652107950691872770
@cellbit @Quackity OIIII,2023-04-29 00:30:02+00:00,1652107942391365633
@cellbit @Quackity oi,2023-04-29 00:30:01+00:00,1652107937547014145
