full_text,created_at,id
"@BRKsEDU Ae! Se puder, compre mesmo!

Ainda mais se for na semana do lançamento, vou tentar ficar de olho se vc postar algo https://t.co/g75Ha8ZDH6",2023-04-26 00:07:17+00:00,1651015052642729987
